300000,0
600000,0
900000,1
1200000,1
1500000,2
1800000,3
2100000,4
2400000,5
2700000,6
3000000,7
3300000,8
3600000,9
3900000,10
4200000,11
4500000,12
4800000,13
5100000,14
5400000,15
5700000,16
6000000,17
6300000,18
6600000,19
6900000,20
7200000,21
7500000,22
7800000,23
8100000,24
8400000,25
8700000,26
9000000,27
9300000,28
9600000,29
9900000,30
10200000,31
10500000,32
10800000,33
11100000,34
11400000,35
11700000,36
12000000,37
12300000,38
12600000,39
12900000,40
13200000,41
13500000,40
13800000,37
14100000,33
14400000,30
14700000,27
15000000,24
15300000,24
15600000,24
15900000,24
16200000,24
16500000,24
16800000,24
17100000,24
17400000,24
17700000,24
18000000,24
18300000,24
18600000,24
18900000,24
19200000,24
19500000,24
19800000,24
20100000,24
20400000,24
20700000,24
21000000,24
21300000,24
21600000,24
21900000,24
22200000,24
22500000,24
22800000,24
23100000,24
23400000,24
23700000,24
24000000,24
24300000,24
24600000,24
24900000,24
25200000,24
25500000,24
25800000,24
26100000,24
26400000,24
26700000,24
27000000,24
27300000,24
27600000,24
27900000,24
28200000,24
28500000,24
28800000,24
29100000,24
29400000,24
29700000,24
30000000,24
30300000,24
30600000,24
30900000,24
31200000,24
31500000,24
31800000,24
32100000,24
32400000,24
32700000,24
33000000,24
33300000,24
33600000,24
33900000,24
34200000,24
34500000,24
34800000,24
35100000,24
35400000,24
35700000,24
36000000,24
36300000,24
36600000,24
36900000,24
37200000,24
37500000,24
37800000,24
38100000,24
38400000,24
38700000,24
39000000,24
39300000,24
39600000,24
39900000,24
40200000,24
40500000,24
40800000,24
41100000,24
41400000,24
41700000,24
42000000,24
42300000,24
42600000,24
42900000,24
43200000,24
43500000,24
43800000,24
44100000,24
44400000,24
44700000,24
45000000,24
45300000,24
45600000,24
45900000,24
46200000,24
46500000,24
46800000,24
47100000,24
47400000,24
47700000,24
48000000,24
48300000,24
48600000,24
48900000,24
49200000,24
49500000,24
49800000,24
50100000,24
50400000,24
50700000,24
51000000,24
51300000,24
51600000,24
51900000,24
52200000,24
52500000,24
52800000,24
53100000,24
53400000,24
53700000,24
54000000,24
54300000,24
54600000,24
54900000,24
55200000,24
55500000,24
55800000,24
56100000,24
56400000,24
56700000,24
57000000,24
57300000,24
57600000,24
57900000,24
58200000,24
58500000,24
58800000,24
59100000,24
59400000,24
59700000,24
60000000,24
60300000,24
60600000,24
60900000,24
61200000,24
61500000,24
61800000,24
62100000,24
62400000,24
62700000,24
63000000,24
63300000,24
63600000,24
63900000,24
64200000,24
64500000,24
64800000,24
65100000,24
65400000,24
65700000,24
66000000,24
66300000,24
66600000,24
66900000,24
67200000,24
67500000,24
67800000,24
68100000,24
68400000,24
68700000,24
69000000,24
69300000,24
69600000,24
69900000,24
70200000,24
70500000,24
70800000,24
71100000,24
71400000,24
71700000,24
72000000,24
72300000,24
72600000,24
72900000,24
73200000,24
73500000,24
73800000,24
74100000,24
74400000,24
74700000,24
75000000,24
75300000,24
75600000,24
75900000,24
76200000,24
76500000,24
76800000,24
77100000,24
77400000,24
77700000,24
78000000,24
78300000,24
78600000,24
78900000,24
79200000,24
79500000,24
79800000,24
80100000,24
80400000,24
80700000,24
81000000,24
81300000,24
81600000,24
81900000,24
82200000,24
82500000,24
82800000,24
83100000,24
83400000,24
83700000,24
84000000,24
84300000,24
84600000,24
84900000,24
85200000,24
85500000,24
85800000,24
86100000,24
86400000,24
86700000,24
87000000,24
87300000,24
87600000,21
87900000,18
88200000,14
88500000,10
88800000,5
89100000,1
89400000,0
