300000,0
600000,1
900000,1
1200000,1
1500000,2
1800000,3
2100000,4
2400000,5
2700000,6
3000000,7
3300000,8
3600000,9
3900000,10
4200000,11
4500000,12
4800000,13
5100000,14
5400000,15
5700000,16
6000000,17
6300000,18
6600000,19
6900000,20
7200000,21
7500000,22
7800000,23
8100000,24
8400000,25
8700000,26
9000000,27
9300000,28
9600000,29
9900000,30
10200000,31
10500000,32
10800000,33
11100000,34
11400000,35
11700000,36
12000000,37
12300000,38
12600000,39
12900000,40
13200000,41
13500000,42
13800000,43
14100000,44
14400000,45
14700000,46
15000000,47
15300000,48
15600000,49
15900000,50
16200000,51
16500000,52
16800000,53
17100000,54
17400000,55
17700000,56
18000000,57
18300000,58
18600000,59
18900000,60
19200000,61
19500000,62
19800000,63
20100000,64
20400000,65
20700000,66
21000000,67
21300000,68
21600000,69
21900000,70
22200000,71
22500000,72
22800000,73
23100000,74
23400000,75
23700000,76
24000000,77
24300000,73
24600000,70
24900000,67
25200000,64
25500000,61
25800000,58
26100000,54
26400000,50
26700000,44
27000000,44
27300000,44
27600000,44
27900000,44
28200000,44
28500000,44
28800000,44
29100000,44
29400000,44
29700000,44
30000000,44
30300000,44
30600000,44
30900000,44
31200000,44
31500000,44
31800000,44
32100000,44
32400000,44
32700000,44
33000000,44
33300000,44
33600000,44
33900000,44
34200000,44
34500000,44
34800000,44
35100000,44
35400000,44
35700000,44
36000000,44
36300000,44
36600000,44
36900000,44
37200000,44
37500000,44
37800000,44
38100000,44
38400000,44
38700000,44
39000000,44
39300000,44
39600000,44
39900000,44
40200000,44
40500000,44
40800000,44
41100000,44
41400000,44
41700000,44
42000000,44
42300000,44
42600000,44
42900000,44
43200000,44
43500000,44
43800000,44
44100000,44
44400000,44
44700000,44
45000000,44
45300000,44
45600000,44
45900000,44
46200000,44
46500000,44
46800000,44
47100000,44
47400000,44
47700000,44
48000000,44
48300000,44
48600000,44
48900000,44
49200000,44
49500000,44
49800000,44
50100000,44
50400000,44
50700000,44
51000000,44
51300000,44
51600000,44
51900000,44
52200000,44
52500000,44
52800000,44
53100000,44
53400000,44
53700000,44
54000000,44
54300000,44
54600000,44
54900000,44
55200000,44
55500000,44
55800000,44
56100000,44
56400000,44
56700000,44
57000000,44
57300000,44
57600000,44
57900000,44
58200000,44
58500000,44
58800000,44
59100000,44
59400000,44
59700000,44
60000000,44
60300000,44
60600000,44
60900000,44
61200000,44
61500000,44
61800000,44
62100000,44
62400000,44
62700000,44
63000000,44
63300000,44
63600000,44
63900000,44
64200000,44
64500000,44
64800000,44
65100000,44
65400000,44
65700000,44
66000000,44
66300000,44
66600000,44
66900000,44
67200000,44
67500000,44
67800000,44
68100000,44
68400000,44
68700000,44
69000000,44
69300000,44
69600000,44
69900000,44
70200000,44
70500000,44
70800000,44
71100000,44
71400000,44
71700000,44
72000000,44
72300000,44
72600000,44
72900000,44
73200000,44
73500000,44
73800000,44
74100000,44
74400000,44
74700000,44
75000000,44
75300000,44
75600000,44
75900000,44
76200000,44
76500000,44
76800000,44
77100000,44
77400000,44
77700000,44
78000000,44
78300000,44
78600000,44
78900000,44
79200000,44
79500000,44
79800000,44
80100000,44
80400000,44
80700000,44
81000000,44
81300000,44
81600000,44
81900000,44
82200000,44
82500000,44
82800000,44
83100000,44
83400000,44
83700000,44
84000000,44
84300000,44
84600000,44
84900000,44
85200000,44
85500000,44
85800000,44
86100000,44
86400000,44
86700000,44
87000000,44
87300000,44
87600000,43
87900000,41
88200000,38
88500000,34
88800000,29
89100000,24
89400000,19
89700000,14
90000000,7
90300000,4
90600000,2
