300000,0
600000,0
900000,1
1200000,1
1500000,2
1800000,3
2100000,4
2400000,5
2700000,6
3000000,7
3300000,8
3600000,9
3900000,10
4200000,11
4500000,12
4800000,13
5100000,14
5400000,15
5700000,16
6000000,17
6300000,18
6600000,18
6900000,16
7200000,13
7500000,11
7800000,11
8100000,11
8400000,11
8700000,11
9000000,11
9300000,11
9600000,11
9900000,11
10200000,11
10500000,11
10800000,11
11100000,11
11400000,11
11700000,11
12000000,11
12300000,11
12600000,11
12900000,11
13200000,11
13500000,11
13800000,11
14100000,11
14400000,11
14700000,11
15000000,11
15300000,11
15600000,11
15900000,11
16200000,11
16500000,11
16800000,11
17100000,11
17400000,11
17700000,11
18000000,11
18300000,11
18600000,11
18900000,11
19200000,11
19500000,11
19800000,11
20100000,11
20400000,11
20700000,11
21000000,11
21300000,11
21600000,11
21900000,11
22200000,11
22500000,11
22800000,11
23100000,11
23400000,11
23700000,11
24000000,11
24300000,11
24600000,11
24900000,11
25200000,11
25500000,11
25800000,11
26100000,11
26400000,11
26700000,11
27000000,11
27300000,11
27600000,11
27900000,11
28200000,11
28500000,11
28800000,11
29100000,11
29400000,11
29700000,11
30000000,11
30300000,11
30600000,11
30900000,11
31200000,11
31500000,11
31800000,11
32100000,11
32400000,11
32700000,11
33000000,11
33300000,11
33600000,11
33900000,11
34200000,11
34500000,11
34800000,11
35100000,11
35400000,11
35700000,11
36000000,11
36300000,11
36600000,11
36900000,11
37200000,11
37500000,11
37800000,11
38100000,11
38400000,11
38700000,11
39000000,11
39300000,11
39600000,11
39900000,11
40200000,11
40500000,11
40800000,11
41100000,11
41400000,11
41700000,11
42000000,11
42300000,11
42600000,11
42900000,11
43200000,11
43500000,11
43800000,11
44100000,11
44400000,11
44700000,11
45000000,11
45300000,11
45600000,11
45900000,11
46200000,11
46500000,11
46800000,11
47100000,11
47400000,11
47700000,11
48000000,11
48300000,11
48600000,11
48900000,11
49200000,11
49500000,11
49800000,11
50100000,11
50400000,11
50700000,11
51000000,11
51300000,11
51600000,11
51900000,11
52200000,11
52500000,11
52800000,11
53100000,11
53400000,11
53700000,11
54000000,11
54300000,11
54600000,11
54900000,11
55200000,11
55500000,11
55800000,11
56100000,11
56400000,11
56700000,11
57000000,11
57300000,11
57600000,11
57900000,11
58200000,11
58500000,11
58800000,11
59100000,11
59400000,11
59700000,11
60000000,11
60300000,11
60600000,11
60900000,11
61200000,11
61500000,11
61800000,11
62100000,11
62400000,11
62700000,11
63000000,11
63300000,11
63600000,11
63900000,11
64200000,11
64500000,11
64800000,11
65100000,11
65400000,11
65700000,11
66000000,11
66300000,11
66600000,11
66900000,11
67200000,11
67500000,11
67800000,11
68100000,11
68400000,11
68700000,11
69000000,11
69300000,11
69600000,11
69900000,11
70200000,11
70500000,11
70800000,11
71100000,11
71400000,11
71700000,11
72000000,11
72300000,11
72600000,11
72900000,11
73200000,11
73500000,11
73800000,11
74100000,11
74400000,11
74700000,11
75000000,11
75300000,11
75600000,11
75900000,11
76200000,11
76500000,11
76800000,11
77100000,11
77400000,11
77700000,11
78000000,11
78300000,11
78600000,11
78900000,11
79200000,11
79500000,11
79800000,11
80100000,11
80400000,11
80700000,11
81000000,11
81300000,11
81600000,11
81900000,11
82200000,11
82500000,11
82800000,11
83100000,11
83400000,11
83700000,11
84000000,11
84300000,11
84600000,11
84900000,11
85200000,11
85500000,11
85800000,11
86100000,11
86400000,11
86700000,11
87000000,11
87300000,11
87600000,9
87900000,7
88200000,5
88500000,2
88800000,0
